>scaf99	48438	98	466002670
>scaf100	47830	99	466050500
>scaf101	47711	100	466098211
>scaf102	46546	101	466144757
>scaf103	46007	102	466190764
>scaf104	45936	103	466236700
>scaf105	45884	104	466282584
>scaf106	45320	105	466327904
>scaf107	45008	106	466372912
>scaf108	45008	107	466417920
>scaf109	44612	108	466462532
>scaf110	44546	109	466507078
>scaf111	44461	110	466551539
>scaf112	44384	111	466595923
>scaf113	44230	112	466640153
>scaf114	43415	113	466683568
>scaf115	43156	114	466726724
>scaf116	43007	115	466769731
>scaf117	41610	116	466811341
>scaf118	41008	117	466852349
>scaf119	40383	118	466892732
>scaf120	40040	119	466932772
>scaf121	39374	120	466972146
>scaf122	39167	121	467011313
>scaf123	38992	122	467050305
>scaf124	38264	123	467088569
>scaf125	38201	124	467126770
>scaf126	38008	125	467164778
>scaf127	38008	126	467202786
>scaf128	38008	127	467240794
>scaf129	37798	128	467278592
>scaf130	36816	129	467315408
>scaf131	36711	130	467352119
>scaf132	36668	131	467388787
>scaf133	36507	132	467425294
>scaf134	36008	133	467461302
>scaf135	36008	134	467497310
>scaf136	36006	135	467533316
>scaf137	35912	136	467569228
>scaf138	35555	137	467604783
>scaf139	34125	138	467638908
>scaf140	34007	139	467672915
>scaf141	33934	140	467706849
>scaf142	33425	141	467740274
>scaf143	33347	142	467773621
>scaf144	33008	143	467806629
>scaf145	33007	144	467839636
>scaf146	32780	145	467872416
>scaf147	32771	146	467905187
>scaf148	32447	147	467937634
>scaf149	32211	148	467969845
>scaf150	32202	149	468002047
>scaf151	32192	150	468034239
>scaf152	32160	151	468066399
>scaf153	32124	152	468098523
>scaf154	32008	153	468130531
>scaf155	31757	154	468162288
>scaf156	31750	155	468194038
>scaf157	31556	156	468225594
>scaf158	31313	157	468256907
>scaf159	31007	158	468287914
>scaf160	30991	159	468318905
>scaf161	30984	160	468349889
>scaf162	30481	161	468380370
>scaf163	30457	162	468410827
>scaf164	30244	163	468441071
>scaf165	30234	164	468471305
>scaf166	30069	165	468501374
>scaf167	30008	166	468531382
>scaf168	30008	167	468561390
>scaf169	29979	168	468591369
>scaf170	29734	169	468621103
>scaf171	29675	170	468650778
>scaf172	29534	171	468680312
>scaf173	29411	172	468709723
>scaf174	29008	173	468738731
>scaf175	28859	174	468767590
>scaf176	28843	175	468796433
>scaf177	28815	176	468825248
>scaf178	28651	177	468853899
>scaf179	28471	178	468882370
>scaf180	28272	179	468910642
>scaf181	28075	180	468938717
>scaf182	28031	181	468966748
>scaf183	28008	182	468994756
>scaf184	27976	183	469022732
>scaf185	27966	184	469050698
>scaf186	27290	185	469077988
>scaf187	27026	186	469105014
>scaf188	27008	187	469132022
>scaf189	26763	188	469158785
>scaf190	26647	189	469185432
>scaf191	26604	190	469212036
>scaf192	26523	191	469238559
>scaf193	26091	192	469264650
>scaf194	26008	193	469290658
>scaf195	25818	194	469316476
>scaf196	25590	195	469342066
>scaf197	25446	196	469367512
>scaf198	25133	197	469392645
>scaf199	25102	198	469417747
>scaf200	25037	199	469442784
>scaf224	25010	200	469467794
>scaf203	25009	201	469492803
>scaf205	25009	202	469517812
>scaf208	25009	203	469542821
>scaf210	25009	204	469567830
>scaf221	25009	205	469592839
>scaf232	25009	206	469617848
>scaf233	25009	207	469642857
>scaf235	25009	208	469667866
>scaf241	25009	209	469692875
>scaf246	25009	210	469717884
>scaf249	25009	211	469742893
>scaf260	25009	212	469767902
>scaf270	25009	213	469792911
>scaf278	25009	214	469817920
>scaf281	25009	215	469842929
>scaf202	25008	216	469867937
>scaf204	25008	217	469892945
>scaf206	25008	218	469917953
>scaf207	25008	219	469942961
>scaf209	25008	220	469967969
>scaf211	25008	221	469992977
>scaf212	25008	222	470017985
>scaf213	25008	223	470042993
>scaf214	25008	224	470068001
>scaf215	25008	225	470093009
>scaf216	25008	226	470118017
>scaf217	25008	227	470143025
>scaf218	25008	228	470168033
>scaf219	25008	229	470193041
>scaf220	25008	230	470218049
>scaf222	25008	231	470243057
>scaf223	25008	232	470268065
>scaf225	25008	233	470293073
>scaf226	25008	234	470318081
>scaf227	25008	235	470343089
>scaf228	25008	236	470368097
>scaf229	25008	237	470393105
>scaf230	25008	238	470418113
>scaf231	25008	239	470443121
>scaf234	25008	240	470468129
>scaf236	25008	241	470493137
>scaf237	25008	242	470518145
>scaf238	25008	243	470543153
>scaf239	25008	244	470568161
>scaf240	25008	245	470593169
>scaf242	25008	246	470618177
>scaf243	25008	247	470643185
>scaf244	25008	248	470668193
>scaf245	25008	249	470693201
>scaf247	25008	250	470718209
>scaf248	25008	251	470743217
>scaf250	25008	252	470768225
>scaf251	25008	253	470793233
>scaf252	25008	254	470818241
>scaf253	25008	255	470843249
>scaf254	25008	256	470868257
>scaf255	25008	257	470893265
>scaf256	25008	258	470918273
>scaf257	25008	259	470943281
>scaf258	25008	260	470968289
>scaf259	25008	261	470993297
>scaf261	25008	262	471018305
>scaf262	25008	263	471043313
>scaf263	25008	264	471068321
>scaf264	25008	265	471093329
>scaf265	25008	266	471118337
>scaf266	25008	267	471143345
>scaf267	25008	268	471168353
>scaf268	25008	269	471193361
>scaf269	25008	270	471218369
>scaf271	25008	271	471243377
>scaf272	25008	272	471268385
>scaf273	25008	273	471293393
>scaf274	25008	274	471318401
>scaf279	25008	275	471343409
>scaf280	25008	276	471368417
>scaf282	25008	277	471393425
>scaf283	25008	278	471418433
>scaf284	25008	279	471443441
>scaf285	25008	280	471468449
>scaf286	25008	281	471493457
>scaf287	25008	282	471518465
>scaf288	25008	283	471543473
>scaf289	25008	284	471568481
>scaf201	25007	285	471593488
>scaf277	25007	286	471618495
>scaf290	24942	287	471643437
>scaf291	24927	288	471668364
>scaf292	24798	289	471693162
>scaf293	24693	290	471717855
>scaf294	24660	291	471742515
>scaf295	24529	292	471767044
>scaf296	24420	293	471791464
>scaf297	24352	294	471815816
>scaf298	24008	295	471839824
>scaf299	24008	296	471863832
>scaf300	24008	297	471887840
>scaf301	24008	298	471911848
>scaf302	24006	299	471935854
>scaf303	23975	300	471959829
>scaf304	23869	301	471983698
>scaf305	23751	302	472007449
>scaf306	23691	303	472031140
>scaf307	23551	304	472054691
>scaf308	23515	305	472078206
>scaf309	23514	306	472101720
>scaf310	23393	307	472125113
>scaf311	23390	308	472148503
>scaf312	23343	309	472171846
>scaf313	23257	310	472195103
>scaf314	23008	311	472218111
>scaf315	22999	312	472241110
>scaf316	22691	313	472263801
>scaf317	22589	314	472286390
>scaf318	22549	315	472308939
>scaf319	22508	316	472331447
>scaf320	22469	317	472353916
>scaf321	22395	318	472376311
>scaf322	22371	319	472398682
>scaf323	22300	320	472420982
>scaf324	22229	321	472443211
>scaf325	22151	322	472465362
>scaf326	22041	323	472487403
>scaf328	22009	324	472509412
>scaf329	22009	325	472531421
>scaf327	22008	326	472553429
>scaf330	22008	327	472575437
>scaf331	22008	328	472597445
>scaf332	21948	329	472619393
>scaf333	21846	330	472641239
>scaf334	21813	331	472663052
>scaf335	21740	332	472684792
>scaf336	21314	333	472706106
>scaf337	21259	334	472727365
>scaf338	21209	335	472748574
>scaf339	21146	336	472769720
>scaf344	21009	337	472790729
>scaf340	21008	338	472811737
>scaf341	21008	339	472832745
>scaf342	21008	340	472853753
>scaf343	21008	341	472874761
>scaf345	21008	342	472895769
>scaf346	21008	343	472916777
>scaf347	21007	344	472937784
>scaf348	20939	345	472958723
>scaf349	20897	346	472979620
>scaf350	20765	347	473000385
>scaf351	20631	348	473021016
>scaf352	20508	349	473041524
>scaf353	20470	350	473061994
>scaf354	20290	351	473082284
>scaf355	20215	352	473102499
>scaf356	20197	353	473122696
>scaf357	20141	354	473142837
>scaf358	20048	355	473162885
>scaf359	20008	356	473182893
>scaf360	20008	357	473202901
>scaf361	20008	358	473222909
>scaf362	20008	359	473242917
>scaf363	19691	360	473262608
>scaf364	19584	361	473282192
>scaf365	19544	362	473301736
>scaf366	19396	363	473321132
>scaf367	19276	364	473340408
>scaf368	19020	365	473359428
>scaf369	18752	366	473378180
>scaf370	18660	367	473396840
>scaf371	18558	368	473415398
>scaf372	18502	369	473433900
>scaf373	18436	370	473452336
>scaf374	18191	371	473470527
>scaf375	18185	372	473488712
>scaf376	18050	373	473506762
>scaf377	18008	374	473524770
>scaf378	18008	375	473542778
>scaf379	18008	376	473560786
>scaf380	17724	377	473578510
>scaf381	17593	378	473596103
>scaf382	17559	379	473613662
>scaf383	17299	380	473630961
>scaf384	17283	381	473648244
>scaf385	17212	382	473665456
>scaf386	17124	383	473682580
>scaf387	17115	384	473699695
>scaf388	17046	385	473716741
>scaf390	17008	386	473733749
>scaf391	17008	387	473750757
>scaf389	17005	388	473767762
>scaf392	16811	389	473784573
>scaf393	16629	390	473801202
>scaf394	16427	391	473817629
>scaf395	16406	392	473834035
>scaf396	16008	393	473850043
>scaf397	15852	394	473865895
>scaf398	15764	395	473881659
>scaf399	15535	396	473897194
>scaf400	15484	397	473912678
>scaf401	15146	398	473927824
>scaf402	15007	399	473942831
>scaf403	14824	400	473957655
>scaf404	14624	401	473972279
>scaf405	14609	402	473986888
>scaf406	14499	403	474001387
>scaf407	14451	404	474015838
>scaf408	14392	405	474030230
>scaf409	14138	406	474044368
>scaf410	14008	407	474058376
>scaf411	14008	408	474072384
>scaf412	14008	409	474086392
>scaf413	14008	410	474100400
>scaf414	13813	411	474114213
>scaf415	13754	412	474127967
>scaf416	13714	413	474141681
>scaf417	13685	414	474155366
>scaf418	13493	415	474168859
>scaf419	13491	416	474182350
>scaf420	13400	417	474195750
>scaf421	13325	418	474209075
>scaf422	13271	419	474222346
>scaf423	13271	420	474235617
>scaf424	13184	421	474248801
>scaf425	13081	422	474261882
>scaf426	13008	423	474274890
>scaf427	13007	424	474287897
>scaf428	12852	425	474300749
>scaf429	12837	426	474313586
>scaf430	12803	427	474326389
>scaf431	12770	428	474339159
>scaf432	12744	429	474351903
>scaf433	12628	430	474364531
>scaf434	12540	431	474377071
>scaf435	12409	432	474389480
>scaf436	12376	433	474401856
>scaf437	12165	434	474414021
>scaf438	12008	435	474426029
>scaf439	12008	436	474438037
>scaf440	12008	437	474450045
>scaf441	11976	438	474462021
>scaf442	11228	439	474473249
>scaf443	11210	440	474484459
>scaf444	11157	441	474495616
>scaf445	11019	442	474506635
>scaf446	11008	443	474517643
>scaf447	11008	444	474528651
>scaf448	11008	445	474539659
>scaf449	11008	446	474550667
>scaf450	11008	447	474561675
>scaf451	10990	448	474572665
>scaf452	10761	449	474583426
>scaf453	10669	450	474594095
>scaf454	10442	451	474604537
>scaf455	10203	452	474614740
>scaf456	9123	453	474623863
>scaf457	9008	454	474632871
>scaf458	9008	455	474641879
>scaf459	9007	456	474650886
>scaf460	8118	457	474659004
>scaf461	8008	458	474667012
>scaf462	7694	459	474674706
>scaf463	7648	460	474682354
>scaf464	7269	461	474689623
>scaf465	7216	462	474696839
>scaf466	7123	463	474703962
>scaf467	7111	464	474711073
>scaf468	7040	465	474718113
>scaf469	7008	466	474725121
>scaf470	6775	467	474731896
>scaf471	6565	468	474738461
>scaf472	6342	469	474744803
>scaf473	6008	470	474750811
>scaf474	5302	471	474756113
>scaf475	5232	472	474761345
>scaf476	5008	473	474766353
>scaf477	4954	474	474771307
>scaf478	4008	475	474775315
>scaf479	3202	476	474778517
>scaf480	3159	477	474781676
>scaf481	3008	478	474784684
>scaf482	3008	479	474787692
>scaf483	3008	480	474790700
>scaf484	2738	481	474793438
>scaf485	2062	482	474795500
